Date,Ticker,Close,Close_Percent_Change,Period_Change,Real_Close
01/01/1990,BDDSEXD,20.26661122,-0.000116663,-0.002364644,26.66985726
01/02/1990,BDDSEXD,19.97051381,-0.01461011,-0.296097411,26.28020772
01/03/1990,BDDSEXD,19.61909378,-0.017596945,-0.351420029,25.81775636
01/04/1990,BDDSEXD,19.64152043,0.001143103,0.022426651,25.84726872
01/05/1990,BDDSEXD,19.88012496,0.012147966,0.238604529,26.16126047
01/08/1990,BDDSEXD,20.07061106,0.009581735,0.190486097,26.41193075
01/09/1990,BDDSEXD,20.07690268,0.000313475,0.006291626,26.42021021
01/10/1990,BDDSEXD,20.10962374,0.001629786,0.03272106,26.46326951
01/11/1990,BDDSEXD,20.01614913,-0.004648253,-0.093474615,26.34026154
01/12/1990,BDDSEXD,20.04121438,0.001252251,0.02506525,26.37324617
01/15/1990,BDDSEXD,20.13474806,0.004667067,0.093533684,26.49633187
01/16/1990,BDDSEXD,19.86681312,-0.013307092,-0.267934945,26.14374274
01/17/1990,BDDSEXD,20.00439807,0.006925366,0.137584957,26.32479774
01/18/1990,BDDSEXD,19.94090967,-0.003173722,-0.063488401,26.24125014
01/19/1990,BDDSEXD,19.75963775,-0.009090454,-0.181271923,26.00270527
01/22/1990,BDDSEXD,19.68500635,-0.003776962,-0.074631405,25.90449403
01/23/1990,BDDSEXD,19.81715974,0.006713404,0.132153399,26.07840136
01/24/1990,BDDSEXD,19.97430417,0.007929715,0.157144421,26.28519564
01/25/1990,BDDSEXD,19.98348612,0.000459688,0.009181955,26.29727864
01/26/1990,BDDSEXD,19.9592991,-0.001210351,-0.024187024,26.26544971
01/29/1990,BDDSEXD,20.09732399,0.006915318,0.138024894,26.44708364
01/30/1990,BDDSEXD,20.04437947,-0.002634407,-0.052944522,26.37741127
01/31/1990,BDDSEXD,19.80735879,-0.011824795,-0.237020674,26.0655038
02/01/1990,BDDSEXD,19.80074968,-0.00033367,-0.006609115,26.04001552
02/02/1990,BDDSEXD,19.79712677,-0.000182968,-0.003622909,26.03525102
02/05/1990,BDDSEXD,19.85462085,0.002904163,0.057494076,26.11086162
02/06/1990,BDDSEXD,20.10491503,0.012606344,0.250294187,26.44002414
02/07/1990,BDDSEXD,20.01716569,-0.004364572,-0.087749344,26.32462475
02/08/1990,BDDSEXD,19.92053229,-0.004827526,-0.096633393,26.19754193
02/09/1990,BDDSEXD,19.81475574,-0.005309926,-0.105776552,26.05843493
02/12/1990,BDDSEXD,19.79702938,-0.000894604,-0.017726359,26.03512295
02/13/1990,BDDSEXD,19.59390048,-0.010260575,-0.203128902,25.76798762
02/14/1990,BDDSEXD,19.70899548,0.005874022,0.115094996,25.91934934
02/15/1990,BDDSEXD,19.37436329,-0.016978653,-0.334632188,25.47927371
02/16/1990,BDDSEXD,19.2332063,-0.007285762,-0.141156991,25.2936378
02/19/1990,BDDSEXD,19.41975486,0.009699296,0.186548556,25.53896827
02/21/1990,BDDSEXD,19.79964114,0.019561848,0.379886286,26.03855768
02/22/1990,BDDSEXD,19.76551471,-0.001723589,-0.034126435,25.99367792
02/23/1990,BDDSEXD,19.21593172,-0.027805144,-0.549582989,25.27091995
02/26/1990,BDDSEXD,19.03607109,-0.009359974,-0.179860628,25.03438479
02/28/1990,BDDSEXD,18.77053355,-0.013949178,-0.265537542,24.6851757
03/01/1990,BDDSEXD,18.54234587,-0.012156696,-0.228187672,23.97064146
03/02/1990,BDDSEXD,17.98415773,-0.030103426,-0.558188145,23.24904301
03/05/1990,BDDSEXD,18.05650733,0.004022963,0.072349601,23.34257305
03/06/1990,BDDSEXD,17.99269366,-0.003534109,-0.063813673,23.26007784
03/07/1990,BDDSEXD,16.5790626,-0.07856695,-1.413631057,21.43260448
03/08/1990,BDDSEXD,16.58747057,0.000507144,0.00840797,21.44347389
03/09/1990,BDDSEXD,16.28555909,-0.018201177,-0.301911484,21.05317743
03/13/1990,BDDSEXD,16.04291614,-0.01489927,-0.242642944,20.73950046
03/14/1990,BDDSEXD,16.02049921,-0.00139731,-0.022416931,20.71052094
03/16/1990,BDDSEXD,15.61171243,-0.025516482,-0.408786776,20.18206131
03/19/1990,BDDSEXD,15.72319242,0.007140791,0.111479981,20.3261772
03/20/1990,BDDSEXD,15.65436065,-0.004377722,-0.06883177,20.23719484
03/21/1990,BDDSEXD,15.51593663,-0.008842521,-0.138424011,20.05824702
03/22/1990,BDDSEXD,15.42057651,-0.006145947,-0.095360125,19.9349701
03/23/1990,BDDSEXD,15.4291659,0.000557008,0.008589387,19.94607404
03/26/1990,BDDSEXD,15.4054579,-0.00153657,-0.023707999,19.91542549
03/27/1990,BDDSEXD,15.34135094,-0.004161315,-0.064106962,19.83255114
03/28/1990,BDDSEXD,15.35064248,0.000605654,0.009291547,19.8445628
03/29/1990,BDDSEXD,15.40059914,0.003254369,0.049956651,19.90914432
03/30/1990,BDDSEXD,15.37544441,-0.00163336,-0.025154725,19.87662552
04/02/1990,BDDSEXD,15.09381591,-0.018316771,-0.2816285,18.96667899
04/03/1990,BDDSEXD,15.18373855,0.005957581,0.089922636,19.07967453
04/04/1990,BDDSEXD,15.2846055,0.006643091,0.100866958,19.20642254
04/05/1990,BDDSEXD,15.24654257,-0.002490279,-0.038062935,19.15859319
04/06/1990,BDDSEXD,15.2948317,0.003167219,0.048289132,19.21927264
04/09/1990,BDDSEXD,15.36464022,0.00456419,0.06980852,19.30699305
04/10/1990,BDDSEXD,15.3457885,-0.001226955,-0.018851718,19.28330425
04/11/1990,BDDSEXD,15.48490875,0.009065696,0.139120251,19.45812082
04/12/1990,BDDSEXD,15.53266646,0.003084145,0.047757707,19.51813249
04/13/1990,BDDSEXD,15.61161651,0.005082839,0.078950046,19.61734002
04/16/1990,BDDSEXD,15.70064226,0.005702533,0.089025752,19.72920854
04/17/1990,BDDSEXD,15.38683506,-0.019986902,-0.313807201,19.33488278
04/18/1990,BDDSEXD,15.43416134,0.003075765,0.047326282,19.39435232
04/19/1990,BDDSEXD,15.56482727,0.008466021,0.130665931,19.55854531
04/20/1990,BDDSEXD,15.4889139,-0.004877238,-0.075913367,19.46315363
04/23/1990,BDDSEXD,15.47820459,-0.000691418,-0.010709317,19.44969645
04/24/1990,BDDSEXD,15.48755133,0.000603865,0.009346742,19.46144144
04/25/1990,BDDSEXD,15.58766002,0.006463817,0.100108696,19.58723663
05/02/1990,BDDSEXD,15.55953961,-0.001804018,-0.028120413,19.35379259
05/03/1990,BDDSEXD,15.63369383,0.004765836,0.074154217,19.44602959
05/04/1990,BDDSEXD,15.66457057,0.001975013,0.030876742,19.48443575
05/07/1990,BDDSEXD,15.82784457,0.010423139,0.163273995,19.68752473
05/08/1990,BDDSEXD,15.86637858,0.002434571,0.03853401,19.7354554
05/09/1990,BDDSEXD,15.9228755,0.003560795,0.056496921,19.80572931
05/10/1990,BDDSEXD,15.85540159,-0.004237545,-0.067473903,19.72180164
05/11/1990,BDDSEXD,15.83824701,-0.001081939,-0.017154582,19.70046385
05/14/1990,BDDSEXD,15.40476263,-0.027369467,-0.433484378,19.16127265
05/15/1990,BDDSEXD,15.24445623,-0.010406289,-0.160306409,18.96187492
