Date,Ticker,Close,Close_Percent_Change,Period_Change,Real_Close
01/02/1975,_IGPAD,0.115,,,87.6458923
01/03/1975,_IGPAD,0.12,0.043478261,0.005,91.45658327
01/06/1975,_IGPAD,0.125,0.041666667,0.005,95.26727424
01/07/1975,_IGPAD,0.115,-0.08,-0.01,87.6458923
01/08/1975,_IGPAD,0.105,-0.086956522,-0.01,80.02451036
01/09/1975,_IGPAD,0.11,0.047619048,0.005,83.83520133
01/10/1975,_IGPAD,0.11,0,0,83.83520133
01/13/1975,_IGPAD,0.105,-0.045454545,-0.005,80.02451036
01/14/1975,_IGPAD,0.105,0,0,80.02451036
01/15/1975,_IGPAD,0.105,0,0,80.02451036
01/16/1975,_IGPAD,0.105,0,0,80.02451036
01/17/1975,_IGPAD,0.1,-0.047619048,-0.005,76.21381939
01/20/1975,_IGPAD,0.1,0,0,76.21381939
01/21/1975,_IGPAD,0.095,-0.05,-0.005,72.40312842
01/22/1975,_IGPAD,0.095,0,0,72.40312842
01/23/1975,_IGPAD,0.09,-0.052631579,-0.005,68.59243746
01/24/1975,_IGPAD,0.09,0,0,68.59243746
01/27/1975,_IGPAD,0.095,0.055555556,0.005,72.40312842
01/28/1975,_IGPAD,0.080851064,-0.14893617,-0.014148936,61.61968377
01/29/1975,_IGPAD,0.085106383,0.052631579,0.004255319,64.86282502
01/30/1975,_IGPAD,0.085106383,0,0,64.86282502
01/31/1975,_IGPAD,0.085106383,0,0,64.86282502
02/03/1975,_IGPAD,0.080851064,-0.05,-0.004255319,52.85931033
02/04/1975,_IGPAD,0.080851064,0,0,52.85931033
02/05/1975,_IGPAD,0.080851064,0,0,52.85931033
02/06/1975,_IGPAD,0.080851064,0,0,52.85931033
02/07/1975,_IGPAD,0.080851064,0,0,52.85931033
02/10/1975,_IGPAD,0.080851064,0,0,52.85931033
02/11/1975,_IGPAD,0.080851064,0,0,52.85931033
02/12/1975,_IGPAD,0.080851064,0,0,52.85931033
02/13/1975,_IGPAD,0.070588235,-0.126934985,-0.010262829,46.14961459
02/14/1975,_IGPAD,0.070588235,0,0,46.14961459
02/17/1975,_IGPAD,0.070588235,0,0,46.14961459
02/18/1975,_IGPAD,0.070588235,0,0,46.14961459
02/19/1975,_IGPAD,0.074509804,0.055555556,0.003921569,48.71348207
02/20/1975,_IGPAD,0.074509804,0,0,48.71348207
02/21/1975,_IGPAD,0.078431373,0.052631579,0.003921569,51.27734954
02/24/1975,_IGPAD,0.078431373,0,0,51.27734954
02/25/1975,_IGPAD,0.074509804,-0.05,-0.003921569,48.71348207
02/26/1975,_IGPAD,0.074509804,0,0,48.71348207
02/27/1975,_IGPAD,0.074509804,0,0,48.71348207
02/28/1975,_IGPAD,0.065517241,-0.120689655,-0.008992563,42.83426871
03/03/1975,_IGPAD,0.065517241,0,0,35.35798029
03/04/1975,_IGPAD,0.065517241,0,0,35.35798029
03/05/1975,_IGPAD,0.065517241,0,0,35.35798029
03/06/1975,_IGPAD,0.065517241,0,0,35.35798029
03/07/1975,_IGPAD,0.065517241,0,0,35.35798029
03/10/1975,_IGPAD,0.06031746,-0.079365079,-0.005199781,32.55179138
03/11/1975,_IGPAD,0.06031746,0,0,32.55179138
03/12/1975,_IGPAD,0.06031746,0,0,32.55179138
03/13/1975,_IGPAD,0.057142857,-0.052631579,-0.003174603,30.8385392
03/14/1975,_IGPAD,0.057142857,0,0,30.8385392
